VendorNumber,VendorName,Brand,Description,PurchasePrice,Volume,ActualPrice,TotalPurchasedQuantity,TotalPurchasedDollar,TotalSalesDollars,TotalSalesPrice,TotalSalesQuantity,TotalExcisetax,FreightCost,GrossProfit,ProfitMargin,StockTurnOver,SalesToPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
7153,PINE STATE TRADING CO,22942,Clos de Marquis 09 St Julien,161.37,1500.0,233.99,13,2097.81,5615.76,2807.88,24.0,5.39,15884.82,3517.95,62.64,1.8461538461538463,2.68,161.37,Small,-1775.0700000000002
7153,PINE STATE TRADING CO,22944,Talbot St Julien 10,165.58,1500.0,254.99,13,2152.54,4589.82,2804.89,18.0,4.03,15884.82,2437.28,53.1,1.3846153846153846,2.13,165.57999999999998,Small,-827.9000000000001
7749,R.P.IMPORTS INC,19598,Ch Coufran Haut Medoc 10,19.73,750.0,29.99,13,256.49,689.77,299.9,23.0,2.56,91.5,433.28,62.82,1.7692307692307692,2.69,19.73,Small,-197.3
8664,"STOLI GROUP,(USA) LLC",22472,Achaval Ferrer Cab Svgn,15.03,750.0,22.99,13,195.39000000000001,229.9,160.93,10.0,1.11,18544.49,34.51,15.01,0.7692307692307693,1.18,15.030000000000001,Small,45.089999999999996
8673,STE MICHELLE WINE ESTATES,24346,Antinori Badia Chianti Clsc,24.99,750.0,41.99,13,324.87,455.88,379.9,12.0,1.32,15919.7,131.01,28.74,0.9230769230769231,1.4,24.990000000000002,Small,24.99
8673,STE MICHELLE WINE ESTATES,37421,Stags Leap Csk 23 Cab Svgn,107.14,750.0,164.99,13,1392.8200000000002,11714.29,5774.65,71.0,7.95,15919.7,10321.47,88.11,5.461538461538462,8.41,107.14000000000001,Small,-6214.12
9165,ULTRA BEVERAGE COMPANY LLP,2427,13th Colony Sthrn Corn Whsky,15.93,750.0,29.99,13,207.09,359.82,134.95,18.0,14.18,68054.7,152.73,42.45,1.3846153846153846,1.74,15.93,Small,-79.65
9165,ULTRA BEVERAGE COMPANY LLP,9191,Mojoshot Blue Lagoon RTD,0.73,50.0,0.99,13,9.49,316.8,164.34,320.0,16.44,68054.7,307.31,97.0,24.615384615384617,33.38,0.73,Small,-224.10999999999999
9165,ULTRA BEVERAGE COMPANY LLP,18963,Ruca Malen Yauquen Bonarda,5.47,750.0,7.99,13,71.11,231.71,31.96,29.0,3.25,68054.7,160.6,69.31,2.230769230769231,3.26,5.47,Small,-87.52
9165,ULTRA BEVERAGE COMPANY LLP,19077,Ornellaia Bolgheri 10,131.57,750.0,199.99,13,1710.4099999999999,5599.72,1799.91,28.0,3.14,68054.7,3889.31,69.46,2.1538461538461537,3.27,131.57,Small,-1973.55
9165,ULTRA BEVERAGE COMPANY LLP,46765,Tom Eddy Cab Svgn Napa,35.94,750.0,79.99,13,467.21999999999997,1099.8,604.89,20.0,2.22,68054.7,632.58,57.52,1.5384615384615385,2.35,35.94,Small,-251.57999999999998
9552,M S WALKER INC,18788,Triton Avante Mencia,10.27,750.0,14.99,13,133.51,2773.15,1798.8,185.0,20.52,55551.82,2639.64,95.19,14.23076923076923,20.77,10.27,Small,-1766.4399999999998
9552,M S WALKER INC,22860,Graham's Six Grapes Gift Pk,12.25,750.0,21.99,13,159.25,379.8,170.91,20.0,2.23,55551.82,220.55,58.07,1.5384615384615385,2.38,12.25,Small,-85.75
9552,M S WALKER INC,22966,Adelsheim Auxerrois Ribbon S,14.86,750.0,21.99,13,193.18,901.59,725.67,41.0,4.54,55551.82,708.41,78.57,3.1538461538461537,4.67,14.860000000000001,Small,-416.08
9552,M S WALKER INC,35358,Cataldi Madonna Malandrino,9.05,750.0,17.99,13,117.64999999999999,782.42,431.68,58.0,6.44,55551.82,664.77,84.96,4.461538461538462,6.65,9.049999999999999,Small,-407.25000000000006
9744,FREDERICK WILDMAN & SONS,22439,S Aviron Cd Brouilly 12 Viel,12.25,750.0,18.99,13,159.25,949.5,778.59,50.0,5.51,3999.93,790.25,83.23,3.8461538461538463,5.96,12.25,Small,-453.25
9744,FREDERICK WILDMAN & SONS,24387,Steph Avrn Julienas Vielles,13.42,750.0,19.99,13,174.45999999999998,1599.2,979.51,80.0,8.87,3999.93,1424.74,89.09,6.153846153846154,9.17,13.419999999999998,Small,-899.14
9744,FREDERICK WILDMAN & SONS,25629,Marchesi Barolo Ruvei B Alba,12.24,750.0,17.99,13,159.12,179.9,71.96,10.0,1.12,3999.93,20.78,11.55,0.7692307692307693,1.13,12.24,Small,36.72
10754,PERFECTA WINES,17384,20 Mile 09 Brdx Superior,24.34,750.0,51.99,13,316.41999999999996,1949.48,1049.72,52.0,5.77,28720.52,1633.06,83.77,4.0,6.16,24.339999999999996,Small,-949.26
10754,PERFECTA WINES,21468,La Chapelle de la Mission Ha,54.48,750.0,101.99,13,708.24,2369.7,1105.86,30.0,3.33,28720.52,1661.46,70.11,2.3076923076923075,3.35,54.480000000000004,Small,-926.16
10754,PERFECTA WINES,23391,Trombetta Family Pnt Nr Gaps,48.27,750.0,69.99,13,627.51,3989.43,3009.57,57.0,6.31,28720.52,3361.92,84.27,4.384615384615385,6.36,48.269999999999996,Small,-2123.88
10754,PERFECTA WINES,23763,Ch Marquis de Terme 12 Mrgx,35.8,750.0,52.99,13,465.40000000000003,3338.37,2543.52,63.0,6.95,28720.52,2872.97,86.06,4.846153846153846,7.17,35.800000000000004,Small,-1789.9999999999998
12546,JIM BEAM BRANDS COMPANY,2195,Tangle Ridge Canadian Whisky,13.38,750.0,16.99,13,173.94,237.86,50.97,14.0,11.03,123880.97,63.92,26.87,1.0769230769230769,1.37,13.379999999999999,Small,-13.38
17035,PERNOD RICARD USA,3193,Absolut Wild Tea,11.15,750.0,16.99,13,144.95000000000002,901.88,525.14,62.0,48.84,123780.22,756.93,83.93,4.769230769230769,6.22,11.150000000000002,Small,-546.35
17035,PERNOD RICARD USA,3384,Absolut Peppar Vodka,14.81,1000.0,19.99,13,192.53,239.88,19.99,12.0,12.6,123780.22,47.35,19.74,0.9230769230769231,1.25,14.81,Small,14.81
90011,FORTUNE WINE BROKERS LLC,11928,Finca Abril Malbec 1922,20.4,750.0,29.99,13,265.2,271.91,90.97,9.0,1.01,238.61,6.71,2.47,0.6923076923076923,1.03,20.4,Small,81.6
90024,VINILANDIA USA,33707,Canaletto Pnt Grigio Venezie,5.22,750.0,9.99,13,67.86,561.37,353.61,63.0,6.99,2802.64,493.51,87.91,4.846153846153846,8.27,5.22,Small,-261.0
90047,CRUSH WINES,15508,Mollydooker Enchanted Path,48.36,750.0,79.99,13,628.6800000000001,2319.71,1919.76,29.0,3.21,1457.73,1691.03,72.9,2.230769230769231,3.69,48.36000000000001,Small,-773.76
90047,CRUSH WINES,17069,Tangent Albarino,7.51,750.0,11.49,13,97.63,1666.05,988.14,145.0,16.11,1457.73,1568.42,94.14,11.153846153846153,17.06,7.51,Small,-991.3199999999999
480,BACARDI USA INC,1757,Aberfeldy 21 Yr Single Malt,116.78,750.0,159.99,14,1634.92,2879.82,1599.9,18.0,14.19,89286.27,1244.9,43.23,1.2857142857142858,1.76,116.78,Small,-467.12
653,STATE WINE & SPIRITS,16585,Pali Summit Station R Pnt Nr,18.11,750.0,29.99,14,253.54,569.81,509.83,19.0,2.09,8014.98,316.27,55.5,1.3571428571428572,2.25,18.11,Small,-90.55
653,STATE WINE & SPIRITS,23805,Cappelletti Apertivoch,13.42,750.0,19.99,14,187.88,459.77,319.84,23.0,2.55,8014.98,271.89,59.14,1.6428571428571428,2.45,13.42,Small,-120.78
1128,BROWN-FORMAN CORP,5273,Southern Comfort 100 Proof,6.34,375.0,9.99,14,88.76,279.65,119.85,35.0,13.74,68601.68,190.89,68.26,2.5,3.15,6.340000000000001,Small,-133.14
1485,CASTLE BRANDS CORP.,8508,Celtic Honey Liqueur,16.05,750.0,21.99,14,224.7,659.7,461.79,30.0,23.64,8497.59,435.0,65.94,2.142857142857143,2.94,16.05,Small,-256.8
2000,SOUTHERN WINE & SPIRITS NE,24322,Ch Phelan Segur St-Estphe 12,32.89,750.0,49.99,14,460.46000000000004,5648.87,2999.4,113.0,12.59,19016.59,5188.41,91.85,8.071428571428571,12.27,32.89,Small,-3256.11
2000,SOUTHERN WINE & SPIRITS NE,24329,Ch Cos d'Estournel St-Est 12,135.61,750.0,197.99,14,1898.54,2969.85,1187.94,15.0,1.69,19016.59,1071.31,36.07,1.0714285714285714,1.56,135.60999999999999,Small,-135.61
3252,E & J GALLO WINERY,43545,Carlo Rossi RSV Merlot Cal,5.4,1500.0,7.99,14,75.6,95.88,15.98,12.0,2.7,61966.91,20.28,21.15,0.8571428571428571,1.27,5.3999999999999995,Small,10.8
3664,WILLIAM GRANT & SONS INC,2714,Glenfiddich The Original,76.33,750.0,99.99,14,1068.6200000000001,7899.21,4999.5,79.0,62.3,30234.42,6830.59,86.47,5.642857142857143,7.39,76.33000000000001,Small,-4961.45
3664,WILLIAM GRANT & SONS INC,2837,Girvan Patent Still #4 Apps,34.07,750.0,45.99,14,476.98,3357.27,2621.43,73.0,57.6,30234.42,2880.29,85.79,5.214285714285714,7.04,34.07,Small,-2010.13
3950,"HOOD RIVER DISTILLERS, Inc.",2915,Pendleton Limited Edition,16.41,750.0,21.99,14,229.73999999999998,2748.75,2023.08,125.0,98.56,117.52,2519.01,91.64,8.928571428571429,11.96,16.41,Small,-1821.51
3960,DIAGEO NORTH AMERICA INC,204,Smirnoff Pineapple,10.6,1000.0,13.99,14,148.4,159.39,144.9,11.0,11.55,257032.07,10.99,6.9,0.7857142857142857,1.07,10.6,Small,31.799999999999997
3960,DIAGEO NORTH AMERICA INC,4398,Capt Morgan ParrotBay Pineap,6.51,750.0,11.99,14,91.13999999999999,584.36,329.64,64.0,50.43,257032.07,493.22,84.4,4.571428571428571,6.41,6.509999999999999,Small,-325.5
4425,MARTIGNETTI COMPANIES,5911,Faretti Biscotti Liqueur,19.08,750.0,33.99,14,267.12,1034.64,646.77,36.0,28.35,144929.24,767.52,74.18,2.5714285714285716,3.87,19.080000000000002,Small,-419.76
4425,MARTIGNETTI COMPANIES,11776,Diamond Crk Gravelly Cab Svg,154.1,750.0,224.99,14,2157.4,3149.86,899.96,14.0,1.58,144929.24,992.46,31.51,1.0,1.46,154.1,Small,0.0
4425,MARTIGNETTI COMPANIES,25012,Virtu St Supery White Blend,13.6,750.0,19.99,14,190.39999999999998,879.56,579.71,44.0,4.88,144929.24,689.16,78.35,3.142857142857143,4.62,13.599999999999998,Small,-408.0
4550,KLIN SPIRITS LLC,4248,Spiced Root Marley Rum,10.86,750.0,14.99,14,152.04,299.8,104.93,20.0,15.76,531.5,147.76,49.29,1.4285714285714286,1.97,10.86,Small,-65.16
4692,KOBRAND CORPORATION,25054,Jadot Clos Vougeot 13,91.5,750.0,139.99,14,1281.0,2939.79,979.93,21.0,2.36,9139.38,1658.79,56.43,1.5,2.29,91.5,Small,-640.5
4692,KOBRAND CORPORATION,25086,Jadot Pernand Vergelesses 13,24.82,750.0,35.99,14,347.48,2087.42,1223.66,58.0,6.42,9139.38,1739.94,83.35,4.142857142857143,6.01,24.82,Small,-1092.08
6213,MHW LTD,8019,Bols Lychee,7.19,1000.0,9.99,14,100.66,139.86,99.9,14.0,14.7,9621.58,39.2,28.03,1.0,1.39,7.1899999999999995,Small,0.0
7153,PINE STATE TRADING CO,21413,Ch de Berne Rose,10.34,750.0,19.99,14,144.76,449.7,164.89,30.0,3.35,15884.82,304.94,67.81,2.142857142857143,3.11,10.34,Small,-165.44
7245,PROXIMO SPIRITS INC.,927,Hangar One Mandarin Blossom,21.05,750.0,27.99,14,294.7,391.86,111.96,14.0,11.02,38994.78,97.16,24.79,1.0,1.33,21.05,Small,0.0
7749,R.P.IMPORTS INC,19796,San Zopito Montepulciano d'A,19.99,750.0,29.99,14,279.86,1349.55,839.72,45.0,5.0,91.5,1069.69,79.26,3.2142857142857144,4.82,19.990000000000002,Small,-619.6899999999999
8320,SHAW ROSS INT L IMP LTD,248,Wild Shot Reposado Mezcal,39.36,750.0,49.99,14,551.04,599.88,349.93,12.0,9.45,3151.92,48.84,8.14,0.8571428571428571,1.09,39.36,Small,78.72
8892,TRINCHERO FAMILY ESTATES,20184,Charles & Charles Chard,3.78,750.0,10.99,14,52.92,665.85,191.07,115.0,12.89,11595.97,612.93,92.05,8.214285714285714,12.58,3.7800000000000002,Small,-381.78
9165,ULTRA BEVERAGE COMPANY LLP,70,Luxardo Amaretto di Saschira,13.96,750.0,18.99,14,195.44,349.86,299.88,14.0,11.04,68054.7,154.42,44.14,1.0,1.79,13.959999999999999,Small,0.0
9165,ULTRA BEVERAGE COMPANY LLP,2918,Alibi Whiskey,13.86,750.0,18.99,14,194.04,531.72,189.9,28.0,22.04,68054.7,337.68,63.51,2.0,2.74,13.86,Small,-194.04
9165,ULTRA BEVERAGE COMPANY LLP,19265,Tom Eddy Mt Veeder Cab S Rsv,50.32,750.0,79.99,14,704.48,3743.52,1559.8,48.0,5.35,68054.7,3039.04,81.18,3.4285714285714284,5.31,50.32,Small,-1710.88
9165,ULTRA BEVERAGE COMPANY LLP,23393,Havens Cab Svgn 11,11.68,750.0,17.99,14,163.51999999999998,3795.89,1529.15,211.0,23.55,68054.7,3632.37,95.69,15.071428571428571,23.21,11.679999999999998,Small,-2300.96
9552,M S WALKER INC,3892,Zhenka Vodka 80 Proof,2.18,750.0,3.99,14,30.52,240.39,89.77,61.0,48.03,55551.82,209.87,87.3,4.357142857142857,7.88,2.18,Small,-102.46000000000001
9552,M S WALKER INC,15477,Vietti Nebbiolo Perbacco DOC,16.66,750.0,24.99,14,233.23999999999998,724.71,424.83,29.0,3.23,55551.82,491.47,67.82,2.0714285714285716,3.11,16.66,Small,-249.9
9552,M S WALKER INC,19583,Lokoya Mt Veeder Cab Svgn,221.08,750.0,324.99,14,3095.1200000000003,3574.89,1299.96,11.0,1.23,55551.82,479.77,13.42,0.7857142857142857,1.16,221.08,Small,663.24
9552,M S WALKER INC,20744,Banshee Chard,8.55,750.0,19.99,14,119.69999999999999,670.64,457.75,36.0,3.99,55551.82,550.94,82.15,2.5714285714285716,5.6,8.549999999999999,Small,-188.10000000000002
9552,M S WALKER INC,20772,Dutton Goldfield Chard Dutto,25.99,750.0,38.99,14,363.86,3782.03,1793.54,97.0,10.82,55551.82,3418.17,90.38,6.928571428571429,10.39,25.990000000000002,Small,-2157.17
9552,M S WALKER INC,22054,Lokoya Spring Mtn Cab Svgn,211.03,750.0,324.99,14,2954.42,4549.86,1299.96,14.0,1.58,55551.82,1595.44,35.07,1.0,1.54,211.03,Small,0.0
9819,TREASURY WINE ESTATES,19056,Wolf Blass Yellow Lbl Chard,5.88,750.0,9.99,14,82.32000000000001,647.28,341.62,72.0,8.02,14836.57,564.96,87.28,5.142857142857143,7.86,5.880000000000001,Small,-341.04
10754,PERFECTA WINES,5126,Marzadro Le Diciotto Lune,41.35,750.0,54.99,14,578.9,4179.24,3354.39,76.0,59.97,28720.52,3600.34,86.15,5.428571428571429,7.22,41.35,Small,-2563.7000000000003
10754,PERFECTA WINES,5384,Widow's Migaki Shochu,24.08,750.0,32.99,14,337.12,1319.6,890.73,40.0,31.56,28720.52,982.48,74.45,2.857142857142857,3.91,24.080000000000002,Small,-626.0799999999999
10754,PERFECTA WINES,23746,Ch Brannon 12 Pessac-Leognan,59.6,750.0,89.99,14,834.4000000000001,1709.81,449.95,19.0,2.13,28720.52,875.41,51.2,1.3571428571428572,2.05,59.60000000000001,Small,-298.0
12546,JIM BEAM BRANDS COMPANY,1243,Pinnacle Pumpkin Pie,7.4,750.0,12.99,14,103.6,233.82,90.93,18.0,14.19,123880.97,130.22,55.69,1.2857142857142858,2.26,7.3999999999999995,Small,-29.6
12546,JIM BEAM BRANDS COMPANY,2386,2 Gingers Irish Whiskey,13.59,750.0,16.99,14,190.26000000000002,321.86,252.89,14.0,11.03,123880.97,131.6,40.89,1.0,1.69,13.590000000000002,Small,0.0
90024,VINILANDIA USA,20038,Torii Mor Pnt Nr Deux Verres,23.8,750.0,34.99,14,333.2,594.83,174.95,17.0,1.91,2802.64,261.63,43.98,1.2142857142857142,1.79,23.8,Small,-71.4
653,STATE WINE & SPIRITS,2809,Full Throttle Blackberry,14.7,750.0,19.99,15,220.5,1819.09,739.63,91.0,71.71,8014.98,1598.59,87.88,6.066666666666666,8.25,14.7,Small,-1117.2
1485,CASTLE BRANDS CORP.,1000,Goslings Dark'n Stormy VAP,11.62,750.0,14.99,15,174.29999999999998,1037.38,752.55,62.0,48.88,8497.59,863.08,83.2,4.133333333333334,5.95,11.62,Small,-546.14
1587,VINEYARD BRANDS INC,21977,Massolino Barolo Margheria,45.2,750.0,65.99,15,678.0,2441.63,1517.77,37.0,4.12,6070.09,1763.63,72.23,2.466666666666667,3.6,45.2,Small,-994.4000000000001
1590,DIAGEO CHATEAU ESTATE WINES,14293,Ch La Mission Haut Brion 07,156.16,750.0,239.9,15,2342.4,3647.84,683.97,16.0,1.8,7259.75,1305.44,35.79,1.0666666666666667,1.56,156.16,Small,-156.16
1703,ALISA CARR BEVERAGES,90087,Ch Mouton Rothschild 12 Paui,311.25,750.0,469.99,15,4668.75,16919.64,7049.85,36.0,4.04,172.0,12250.89,72.41,2.4,3.62,311.25,Small,-6536.25
2000,SOUTHERN WINE & SPIRITS NE,23326,Ch Bernadotte Haut-Medoc 11,16.12,750.0,24.99,15,241.8,1074.57,899.64,43.0,4.75,19016.59,832.77,77.5,2.8666666666666667,4.44,16.12,Small,-451.36
2000,SOUTHERN WINE & SPIRITS NE,24178,Ch Alie d'Argent Mout-Rth 12,74.82,750.0,109.99,15,1122.3,2969.73,1319.88,27.0,3.02,19016.59,1847.43,62.21,1.8,2.65,74.82,Small,-897.8399999999999
3664,WILLIAM GRANT & SONS INC,4757,Flor De Cana 4 Yr Old Wh Rum,10.52,1000.0,13.99,15,157.79999999999998,167.88,13.99,12.0,12.6,30234.42,10.08,6.0,0.8,1.06,10.52,Small,31.56
3960,DIAGEO NORTH AMERICA INC,1185,Caol Ila 17 Yr Single Malt,91.6,750.0,119.99,15,1374.0,1799.85,1559.87,15.0,11.83,257032.07,425.85,23.66,1.0,1.31,91.6,Small,0.0
4425,MARTIGNETTI COMPANIES,17263,Lincourt Courtney's Chard,7.28,750.0,10.99,15,109.2,461.58,142.87,42.0,4.71,144929.24,352.38,76.34,2.8,4.23,7.28,Small,-196.56
4425,MARTIGNETTI COMPANIES,23533,Yellow Tail Moscato Bubbles,8.49,750.0,12.99,15,127.35,259.8,233.82,20.0,2.2,144929.24,132.45,50.98,1.3333333333333333,2.04,8.49,Small,-42.45
4425,MARTIGNETTI COMPANIES,25137,Nicole Chanrion Cote de Brou,12.24,750.0,17.99,15,183.6,2392.67,1906.94,133.0,14.66,144929.24,2209.07,92.33,8.866666666666667,13.03,12.24,Small,-1444.32
4425,MARTIGNETTI COMPANIES,25338,Ch Chantelune Margaux,32.46,750.0,49.99,15,486.9,4199.16,1899.62,84.0,9.38,144929.24,3712.26,88.4,5.6,8.62,32.46,Small,-2239.7400000000002
4425,MARTIGNETTI COMPANIES,25462,Buehler Estate Cab Svgn Napa,20.77,750.0,32.99,15,311.55,4271.69,2287.3,131.0,14.59,144929.24,3960.14,92.71,8.733333333333333,13.71,20.77,Small,-2409.32
4692,KOBRAND CORPORATION,14105,Cakebread Dancing Bear Cab S,75.16,750.0,114.99,15,1127.4,3909.66,1954.83,34.0,3.8,9139.38,2782.26,71.16,2.2666666666666666,3.47,75.16000000000001,Small,-1428.04
6785,PALM BAY INTERNATIONAL INC,22958,Cavit Select Red Blend,4.57,750.0,6.99,15,68.55000000000001,647.28,395.56,72.0,7.99,13605.41,578.73,89.41,4.8,9.44,4.570000000000001,Small,-260.49
7153,PINE STATE TRADING CO,5691,P & J Cold Soaked Pineapples,7.87,375.0,13.99,15,118.05,1251.1,943.32,90.0,35.21,15884.82,1133.05,90.56,6.0,10.6,7.87,Small,-590.25
7153,PINE STATE TRADING CO,13990,Big Claw White,8.44,750.0,12.99,15,126.6,194.85,25.98,15.0,1.69,15884.82,68.25,35.03,1.0,1.54,8.44,Small,0.0
7153,PINE STATE TRADING CO,24349,Fess Parker Pnt Nr Bien Naci,35.48,750.0,54.99,15,532.2,1594.71,824.85,29.0,3.23,15884.82,1062.51,66.63,1.9333333333333333,3.0,35.480000000000004,Small,-496.71999999999997
9165,ULTRA BEVERAGE COMPANY LLP,373,Fernet Branca Borgetti Cafe,15.03,750.0,19.99,15,225.45000000000002,239.88,79.96,12.0,9.46,68054.7,14.43,6.02,0.8,1.06,15.030000000000001,Small,45.089999999999996
9165,ULTRA BEVERAGE COMPANY LLP,20375,Duval-Leroy Femme de Chmpgne,137.92,750.0,199.99,15,2068.7999999999997,4199.79,1599.92,21.0,2.35,68054.7,2130.99,50.74,1.4,2.03,137.92,Small,-827.52
9552,M S WALKER INC,10937,Grahams 30-Yr Tawny Port,61.64,750.0,89.99,15,924.5999999999999,1349.85,899.9,15.0,1.66,55551.82,425.25,31.5,1.0,1.46,61.63999999999999,Small,0.0
9552,M S WALKER INC,18784,Clos Erasmus Laurel Priorat,32.66,750.0,48.99,15,489.9,1469.7,734.85,30.0,3.34,55551.82,979.8,66.67,2.0,3.0,32.66,Small,-489.9
9552,M S WALKER INC,18859,Mercat Brut Nature,9.67,750.0,14.99,15,145.05,314.79,119.92,21.0,2.35,55551.82,169.74,53.92,1.4,2.17,9.67,Small,-58.019999999999996
9552,M S WALKER INC,24574,Galerie Pleinair Cab Svgn NV,32.89,750.0,49.99,15,493.35,2349.53,1649.67,47.0,5.21,55551.82,1856.18,79.0,3.1333333333333333,4.76,32.89,Small,-1052.48
10754,PERFECTA WINES,23783,Pavillon du Ch Margaux 12 Ma,114.28,750.0,167.99,15,1714.1999999999998,3695.78,1679.9,22.0,2.46,28720.52,1981.58,53.62,1.4666666666666666,2.16,114.27999999999999,Small,-799.96
17031,FLAG HILL WINERY & VINEYARD,41215,Flag Hill Wild Blueberry Fr,9.86,750.0,14.49,15,147.89999999999998,1130.22,565.11,78.0,8.69,1573.31,982.32,86.91,5.2,7.64,9.859999999999998,Small,-621.18
90047,CRUSH WINES,15582,Vieux Clocher Rose CDR,8.1,750.0,11.99,15,121.5,223.82,185.85,18.0,1.99,1457.73,102.32,45.72,1.2,1.84,8.1,Small,-24.299999999999997
516,BANFI PRODUCTS CORP,22402,Aska Bolgheri Rosso,19.33,750.0,28.99,16,309.28,434.85,202.93,15.0,1.68,8510.41,125.57,28.88,0.9375,1.41,19.33,Small,19.33
1392,CONSTELLATION BRANDS INC,19108,Toasted Head BB Oaked Svgn B,7.09,750.0,10.99,16,113.44,642.47,347.7,53.0,5.9,79528.99,529.03,82.34,3.3125,5.66,7.09,Small,-262.33
1650,Circa Wines,18769,Vinum Cellars Znfdl Cal,9.86,750.0,14.49,16,157.76,275.31,86.94,19.0,2.12,211.97,117.55,42.7,1.1875,1.75,9.86,Small,-29.58
2000,SOUTHERN WINE & SPIRITS NE,20064,Ch Grand Leoville 10 Brdx,315.43,750.0,469.99,16,5046.88,8459.82,2349.95,18.0,2.02,19016.59,3412.94,40.34,1.125,1.68,315.43,Small,-630.86
2000,SOUTHERN WINE & SPIRITS NE,23278,Turnbull Cab Svgn 11,33.33,750.0,54.99,16,533.28,1982.63,1225.77,37.0,4.1,19016.59,1449.35,73.1,2.3125,3.72,33.33,Small,-699.93
2000,SOUTHERN WINE & SPIRITS NE,23359,Ferrari Carano Cab Svgn Rsv,33.78,750.0,49.99,16,540.48,695.86,345.93,14.0,1.56,19016.59,155.38,22.33,0.875,1.29,33.78,Small,67.56
3252,E & J GALLO WINERY,46372,Carlo Rossi RSV Chard Cal,11.33,5000.0,16.99,16,181.28,271.84,152.91,16.0,12.0,61966.91,90.56,33.31,1.0,1.5,11.33,Small,0.0
4425,MARTIGNETTI COMPANIES,16696,Alain Lorieux Chinon Express,12.24,750.0,17.99,16,195.84,485.73,287.84,27.0,3.0,144929.24,289.89,59.68,1.6875,2.48,12.24,Small,-134.64000000000001
4425,MARTIGNETTI COMPANIES,19398,Philippe Herard Bl de Blanc,5.47,750.0,14.99,16,87.52,303.62,95.88,38.0,4.26,144929.24,216.1,71.17,2.375,3.47,5.47,Small,-120.33999999999999
4425,MARTIGNETTI COMPANIES,20883,Quinta do Noval Port 11,61.22,750.0,89.99,16,979.52,3419.62,2609.71,38.0,4.2,144929.24,2440.1,71.36,2.375,3.49,61.22,Small,-1346.84
4425,MARTIGNETTI COMPANIES,22057,Le Macchiole Bolgheri Rosso,17.41,750.0,26.99,16,278.56,1349.5,620.77,50.0,5.57,144929.24,1070.94,79.36,3.125,4.84,17.41,Small,-591.94
4425,MARTIGNETTI COMPANIES,23107,Duckhorn Howell Mtn Cab Svgn,109.67,1500.0,169.99,16,1754.72,7309.57,5099.7,43.0,9.59,144929.24,5554.85,75.99,2.6875,4.17,109.67,Small,-2961.09
4425,MARTIGNETTI COMPANIES,25225,Ch Montelena Cab Svgn 2006,96.02,750.0,144.99,16,1536.32,2029.86,1014.93,14.0,1.56,144929.24,493.54,24.31,0.875,1.32,96.02,Small,192.04
4425,MARTIGNETTI COMPANIES,44755,Bollinger Brut Grande Annee,89.79,750.0,131.99,16,1436.64,7787.41,3827.71,59.0,6.61,144929.24,6350.77,81.55,3.6875,5.42,89.79,Small,-3860.9700000000003
4692,KOBRAND CORPORATION,3962,Vikingfjord Vodka,11.93,1750.0,21.99,16,190.88,1103.31,319.8,69.0,126.79,9139.38,912.43,82.7,4.3125,5.78,11.93,Small,-632.29
4692,KOBRAND CORPORATION,18284,Michele Chiarlo Arneis,11.18,750.0,16.99,16,178.88,1141.3,604.63,70.0,7.77,9139.38,962.42,84.33,4.375,6.38,11.18,Small,-603.72
4692,KOBRAND CORPORATION,20108,Sassacaia,116.43,750.0,169.99,16,1862.88,8669.49,5439.68,51.0,5.67,9139.38,6806.61,78.51,3.1875,4.65,116.43,Small,-4075.05
6785,PALM BAY INTERNATIONAL INC,5658,OR-G Liqueur,13.38,750.0,16.99,16,214.08,280.87,142.93,13.0,10.24,13605.41,66.79,23.78,0.8125,1.31,13.38,Small,40.14
7153,PINE STATE TRADING CO,2301,Glen Moray 25 Yr Portwood,186.04,750.0,239.99,16,2976.64,3839.84,2879.88,16.0,12.61,15884.82,863.2,22.48,1.0,1.29,186.04,Small,0.0
7245,PROXIMO SPIRITS INC.,3187,Three Olives Cake Vodka,8.72,750.0,10.99,16,139.52,239.84,104.93,16.0,12.6,38994.78,100.32,41.83,1.0,1.72,8.72,Small,0.0
7749,R.P.IMPORTS INC,19610,Ch Rieussec Gr Cru 10 Sauter,86.2,750.0,124.99,16,1379.2,3499.72,1624.87,28.0,3.13,91.5,2120.52,60.59,1.75,2.54,86.2,Small,-1034.4
9165,ULTRA BEVERAGE COMPANY LLP,4287,Dictador 20 Yr Rum,44.44,750.0,59.99,16,711.04,5039.16,3779.37,84.0,66.26,68054.7,4328.12,85.89,5.25,7.09,44.44,Small,-3021.92
9165,ULTRA BEVERAGE COMPANY LLP,24888,Armand de Brignac Brut Rose,278.14,750.0,439.99,16,4450.24,9239.78,6719.84,22.0,2.42,68054.7,4789.54,51.84,1.375,2.08,278.14,Small,-1668.84
9165,ULTRA BEVERAGE COMPANY LLP,24977,Spring Mountain Cab Svgn 10,45.51,750.0,65.99,16,728.1600000000001,1055.84,659.9,16.0,1.77,68054.7,327.68,31.04,1.0,1.45,45.510000000000005,Small,0.0
9815,WINE GROUP INC,4104,Flipflop Spiced Rum,7.08,750.0,11.99,16,113.28,389.57,200.78,43.0,33.88,27100.41,276.29,70.92,2.6875,3.44,7.08,Small,-191.16
