VendorNumber,VendorName,Brand,Description,PurchasePrice,Volume,ActualPrice,TotalPurchasedQuantity,TotalPurchasedDollar,TotalSalesDollars,TotalSalesPrice,TotalSalesQuantity,TotalExcisetax,FreightCost,GrossProfit,ProfitMargin,StockTurnOver,SalesToPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
9815,WINE GROUP INC,43450,Fish Eye Pnt Grigio,11.33,3000.0,16.99,2922,33106.26,47945.78,31159.66,2822.0,1269.9,27100.41,14839.52,30.95,0.9657768651608487,1.45,11.33,Large,1133.0
8892,TRINCHERO FAMILY ESTATES,16469,Menage a Trois Moscato,4.79,750.0,7.99,2924,14005.96,21983.7,13412.24,2930.0,325.17,11595.97,7977.74,36.29,1.0020519835841313,1.57,4.79,Large,-28.740000000000002
9815,WINE GROUP INC,42678,Fish Eye Shiraz,3.33,750.0,4.99,2927,9746.91,15215.37,8662.88,2863.0,317.93,27100.41,5468.46,35.94,0.9781346088144858,1.56,3.33,Large,213.12
3252,E & J GALLO WINERY,25753,Barefoot Refresh Summer Red,5.33,250.0,7.99,2929,15611.57,19839.17,9875.64,2483.0,96.06,61966.91,4227.6,21.31,0.8477296005462616,1.27,5.33,Large,2377.18
7245,PROXIMO SPIRITS INC.,168,Three Olives Strawberry,8.95,750.0,12.99,2929,26214.55,33554.69,23359.64,2631.0,2073.48,38994.78,7340.14,21.88,0.898258791396381,1.28,8.95,Large,2667.1
9552,M S WALKER INC,22584,Cambria Katherines Chard,11.91,750.0,21.99,2930,34896.299999999996,52837.03,29497.87,2897.0,321.95,55551.82,17940.73,33.95,0.9887372013651877,1.51,11.909999999999998,Large,393.03000000000003
9552,M S WALKER INC,20523,Lady Lola White,6.7,750.0,9.99,2931,19637.7,23771.4,8030.64,2260.0,252.85,55551.82,4133.7,17.39,0.7710678949164108,1.21,6.7,Large,4495.7
653,STATE WINE & SPIRITS,892,Uncle Val's Botanical Gin,24.99,750.0,33.99,2933,73295.67,93934.47,77269.39,2753.0,2171.2,8014.98,20638.8,21.97,0.9386293897033754,1.28,24.99,Large,4498.2
1392,CONSTELLATION BRANDS INC,15229,The Prisoner Red Napa Valley,26.11,750.0,40.99,2937,76685.06999999999,177568.56,92483.46,4144.0,460.87,79528.99,100883.49,56.81,1.410963568266939,2.32,26.109999999999996,Large,-31514.77
4425,MARTIGNETTI COMPANIES,17756,Cline Cool Climate Pnt Nr,9.8,750.0,15.99,2940,28812.0,46152.05,27890.51,2895.0,321.3,144929.24,17340.05,37.57,0.9846938775510204,1.6,9.8,Large,441.00000000000006
9815,WINE GROUP INC,31458,Foxhorn Wh Znfdl Cal,5.4,1500.0,8.99,2941,15881.4,24681.16,15688.05,2984.0,665.36,27100.41,8799.76,35.65,1.014620877252635,1.55,5.3999999999999995,Large,-232.20000000000002
1485,CASTLE BRANDS CORP.,1835,Knappogue Castle Irish Whsky,19.7,750.0,26.99,2942,57957.4,90656.19,70471.42,2781.0,2192.81,8497.59,32698.79,36.07,0.9452753229095853,1.56,19.7,Large,3171.7
9815,WINE GROUP INC,31456,Foxhorn SE Merlot Australia,5.22,1500.0,8.99,2942,15357.24,24707.47,13021.44,2953.0,660.0,27100.41,9350.23,37.84,1.003738953093134,1.61,5.22,Large,-57.419999999999995
9165,ULTRA BEVERAGE COMPANY LLP,22801,Fetzer Valley Oaks Cab Svgn,6.57,1500.0,13.99,2947,19361.79,42956.1,26145.97,3290.0,733.56,68054.7,23594.31,54.93,1.1163895486935866,2.22,6.57,Large,-2253.51
4425,MARTIGNETTI COMPANIES,17432,Predator Old Vine Znfdl Lodi,10.34,750.0,15.99,2948,30482.32,44781.25,24677.17,2875.0,319.62,144929.24,14298.93,31.93,0.9752374491180461,1.47,10.34,Large,754.8199999999999
9165,ULTRA BEVERAGE COMPANY LLP,23382,Haywood Chamizal Znfdl 09,10.88,750.0,15.99,2950,32096.0,66118.65,31132.53,4135.0,460.67,68054.7,34022.65,51.46,1.4016949152542373,2.06,10.88,Large,-12892.800000000001
10754,PERFECTA WINES,16656,Dom Bousquet Malbec Mendoza,7.58,750.0,10.99,2951,22368.579999999998,31388.98,15408.26,2802.0,311.86,28720.52,9020.4,28.74,0.9495086411385971,1.4,7.579999999999999,Large,1129.42
8112,MOET HENNESSY USA INC,5706,Gr Marnier Raspberry Peach,20.6,750.0,28.99,2955,60873.0,98547.38,76398.8,3262.0,2571.94,48347.26,37674.38,38.23,1.103891708967851,1.62,20.6,Large,-6324.200000000001
8004,SAZERAC CO INC,5817,GranGala Triple Orange,22.89,1750.0,29.99,2957,67685.73,90929.91,68212.43,3009.0,5531.18,50293.62,23244.18,25.56,1.0175853905985797,1.34,22.889999999999997,Large,-1190.28
12546,JIM BEAM BRANDS COMPANY,2161,Canadian Club Classic,15.26,750.0,19.99,2957,45123.82,61452.77,43386.36,2923.0,2304.13,123880.97,16328.95,26.57,0.9885018599932364,1.36,15.26,Large,518.84
9552,M S WALKER INC,18551,Antigal Uno Malbec Mendoza,10.2,750.0,14.99,2959,30181.800000000003,41807.12,25038.0,2688.0,298.46,55551.82,11625.32,27.81,0.9084150050692802,1.39,10.200000000000001,Large,2764.2
10754,PERFECTA WINES,17016,Picpoul d Pinet HB Languedoc,7.58,750.0,10.99,2959,22429.219999999998,32179.7,14890.92,2830.0,315.47,28720.52,9750.48,30.3,0.9564041906049341,1.43,7.579999999999999,Large,977.82
3960,DIAGEO NORTH AMERICA INC,2767,Johnnie Walker Blue Label,139.7,750.0,189.99,2963,413931.10000000003,548648.39,399868.02,2761.0,2176.61,257032.07,134717.29,24.55,0.9318258521768478,1.33,139.70000000000002,Large,28219.399999999998
7153,PINE STATE TRADING CO,6168,Kinky Pink Liqueur,5.92,375.0,7.99,2967,17564.64,24732.67,16446.91,3383.0,1326.86,15884.82,7168.03,28.98,1.1402089652847995,1.41,5.92,Large,-2462.72
10754,PERFECTA WINES,46600,Primaterra Pnt Grigio,7.58,750.0,10.99,2967,22489.859999999997,29533.58,12794.26,2942.0,328.08,28720.52,7043.72,23.85,0.9915739804516347,1.31,7.579999999999999,Large,189.5
12546,JIM BEAM BRANDS COMPANY,2226,Jim Beam Devils Cut,27.6,1750.0,36.99,2967,81889.2,100813.28,84959.48,2672.0,4913.24,123880.97,18924.08,18.77,0.9005729693292889,1.23,27.599999999999998,Large,8142.0
1392,CONSTELLATION BRANDS INC,24846,Franciscan Merlot Napa,12.25,750.0,18.99,2970,36382.5,56537.7,32376.21,2930.0,325.21,79528.99,20155.2,35.65,0.9865319865319865,1.55,12.25,Large,490.0
9552,M S WALKER INC,1148,Old New England Egg Nog,5.26,750.0,6.99,2975,15648.5,21018.93,6619.53,3007.0,2367.65,55551.82,5370.43,25.55,1.0107563025210085,1.34,5.26,Large,-168.32
9819,TREASURY WINE ESTATES,31203,Beringer Fndrs Est Merlot,5.99,750.0,8.99,2980,17850.2,30965.27,18221.47,2973.0,330.15,14836.57,13115.07,42.35,0.9976510067114094,1.73,5.99,Large,41.93
8112,MOET HENNESSY USA INC,4664,Hennessy Black Cognac,27.77,750.0,35.99,2984,82865.68000000001,107263.75,67154.75,2925.0,2305.34,48347.26,24398.07,22.75,0.9802278820375335,1.29,27.770000000000003,Large,1638.43
4692,KOBRAND CORPORATION,21032,Taylor Fladgate 10-Yr Tawny,15.12,750.0,25.99,2992,45239.04,72904.09,54756.61,2991.0,330.67,9139.38,27665.05,37.95,0.9996657754010695,1.61,15.120000000000001,Large,15.12
4692,KOBRAND CORPORATION,15089,Mont Redon Cotes du Rhone,6.57,750.0,12.99,3006,19749.420000000002,26789.25,13931.1,2675.0,297.37,9139.38,7039.83,26.28,0.8898868928809048,1.36,6.57,Large,2174.67
516,BANFI PRODUCTS CORP,8630,Fontana Candida Frascati,5.47,750.0,7.99,3010,16464.7,23326.6,11653.85,2940.0,327.21,8510.41,6861.9,29.42,0.9767441860465116,1.42,5.470000000000001,Large,382.9
4692,KOBRAND CORPORATION,8496,Jadot Chardonnay,11.62,750.0,14.99,3011,34987.82,46787.84,22375.56,3016.0,2375.17,9139.38,11800.02,25.22,1.0016605778811025,1.34,11.62,Large,-58.099999999999994
7153,PINE STATE TRADING CO,22963,Phillipine de St-Cyrille CdP,16.55,750.0,24.99,3014,49881.7,70569.12,42448.23,2788.0,309.44,15884.82,20687.42,29.32,0.9250165892501659,1.41,16.55,Large,3740.3
4425,MARTIGNETTI COMPANIES,26990,Colavita Pinot Grigio,3.24,750.0,4.99,3016,9771.84,15034.87,1312.37,3013.0,338.68,144929.24,5263.03,35.01,0.9990053050397878,1.54,3.24,Large,9.72
1392,CONSTELLATION BRANDS INC,15917,Simply Naked Chard,4.66,750.0,6.99,3020,14073.2,21846.64,12053.94,2936.0,326.39,79528.99,7773.44,35.58,0.9721854304635762,1.55,4.66,Large,391.44
17035,PERNOD RICARD USA,5334,Kahlua Especial,17.82,750.0,22.99,3027,53941.14,69691.98,56159.82,3002.0,2367.07,123780.22,15750.84,22.6,0.9917409976874794,1.29,17.82,Large,445.5
10050,Russian Standard Vodka,3755,Russian Standard Original,12.02,750.0,16.99,3029,36408.58,53592.46,36168.83,3154.0,2485.74,732.6,17183.88,32.06,1.041267745130406,1.47,12.020000000000001,Large,-1502.5
2561,EDRINGTON AMERICAS,2954,Highland Park 12 Yr Single,35.87,750.0,49.99,3035,108865.45,138993.49,108444.56,2751.0,2169.21,9654.5,30128.04,21.68,0.9064250411861614,1.28,35.87,Large,10187.08
9165,ULTRA BEVERAGE COMPANY LLP,2366,Templeton Rye Whiskey,25.36,750.0,34.99,3040,77094.4,107873.22,86995.0,2978.0,2348.28,68054.7,30778.82,28.53,0.9796052631578948,1.4,25.36,Large,1572.32
9165,ULTRA BEVERAGE COMPANY LLP,11152,Stemmari Pt Nr,5.26,750.0,7.99,3047,16027.22,25744.04,12576.37,2996.0,334.0,68054.7,9716.82,37.74,0.9832622251394815,1.61,5.26,Large,268.26
9744,FREDERICK WILDMAN & SONS,23307,Ch St Sulpice,6.62,750.0,9.99,3047,20171.14,39737.19,24665.95,3081.0,341.71,3999.93,19566.05,49.24,1.011158516573679,1.97,6.62,Large,-225.08
4425,MARTIGNETTI COMPANIES,29077,Pine Ridge Chn Bl/Viognier,9.65,750.0,13.99,3052,29451.8,42931.34,20108.22,2966.0,330.42,144929.24,13479.54,31.4,0.971821756225426,1.46,9.65,Large,829.9
11567,CAMPARI AMERICA,5142,Carolans Irish Cream,17.45,1750.0,26.49,3053,53274.85,94657.74,69949.09,3926.0,7216.93,20964.81,41382.89,43.72,1.2859482476252866,1.78,17.45,Large,-15233.849999999999
1392,CONSTELLATION BRANDS INC,38348,Nobilo Icon Svgn Bl Marlboro,9.26,750.0,13.99,3056,28298.56,41630.49,22155.36,2951.0,328.34,79528.99,13331.93,32.02,0.9656413612565445,1.47,9.26,Large,972.3
4425,MARTIGNETTI COMPANIES,28214,Lagaria Venezie Pnt Grigio,8.1,750.0,11.99,3056,24753.600000000002,36689.4,15467.1,3060.0,341.68,144929.24,11935.8,32.53,1.0013089005235603,1.48,8.100000000000001,Large,-32.4
4425,MARTIGNETTI COMPANIES,35375,Hess Allomi Cab Svgn,19.73,750.0,31.99,3056,60294.88,88957.37,52817.02,2863.0,317.9,144929.24,28662.49,32.22,0.9368455497382199,1.48,19.73,Large,3807.89
4425,MARTIGNETTI COMPANIES,3174,Cold River Vodka,21.73,750.0,29.99,3060,66493.8,100373.49,67763.78,3151.0,2483.52,144929.24,33879.69,33.75,1.0297385620915032,1.51,21.73,Large,-1977.43
8004,SAZERAC CO INC,5087,Dr McGillicuddy's Peach,9.35,750.0,15.99,3061,28620.350000000002,32059.23,23296.44,2277.0,1794.93,50293.62,3438.88,10.73,0.743874550800392,1.12,9.350000000000001,Large,7330.4
9552,M S WALKER INC,25704,Murphy-Goode Chard Sonoma,7.53,750.0,12.99,3071,23124.63,38262.61,21002.37,3039.0,337.71,55551.82,15137.98,39.56,0.9895799413871703,1.65,7.53,Large,240.96
2242,DELICATO VINEYARDS INC,12343,Bota Box Znfdl,11.18,3000.0,17.99,3072,34344.96,55937.67,44439.95,3033.0,1364.85,7982.65,21592.71,38.6,0.9873046875,1.63,11.18,Large,436.02
4425,MARTIGNETTI COMPANIES,22758,Copain Tous Ensemble 12 Chrd,10.45,750.0,15.99,3073,32112.850000000002,65335.14,31468.32,4086.0,454.99,144929.24,33222.29,50.85,1.3296452977546371,2.03,10.450000000000001,Large,-10585.849999999999
6355,NICHE W & S,5462,Barenjager Honey Liqueur,14.7,750.0,21.99,3074,45187.8,64185.85,51570.03,3115.0,2456.41,551.21,18998.05,29.6,1.013337670787248,1.42,14.700000000000001,Large,-602.6999999999999
3252,E & J GALLO WINERY,28312,Gallo Copperidge Merlot Cal,4.72,1500.0,6.99,3078,14528.16,21675.99,3739.65,3101.0,697.45,61966.91,7147.83,32.98,1.007472384665367,1.49,4.72,Large,-108.55999999999999
1587,VINEYARD BRANDS INC,13792,The Wolftrap Syrah Vio Mourv,6.16,750.0,9.99,3080,18972.8,27072.91,14746.61,3009.0,334.62,6070.09,8100.11,29.92,0.9769480519480519,1.43,6.16,Large,437.36
8352,LUXCO INC,8275,El Mayor Anejo Tequila,20.71,750.0,28.99,3080,63786.8,97170.43,74416.68,3057.0,2410.02,10261.6,33383.63,34.36,0.9925324675324675,1.52,20.71,Large,476.33000000000004
9165,ULTRA BEVERAGE COMPANY LLP,15315,Middle Sister Sweet & Sassy,6.57,750.0,9.99,3082,20248.74,32433.54,21304.05,3046.0,337.7,68054.7,12184.8,37.57,0.9883192731992213,1.6,6.57,Large,236.52
4425,MARTIGNETTI COMPANIES,6694,Lindemans Bin 65 Chard,5.19,750.0,7.99,3083,16000.77,25341.11,13631.42,3089.0,343.41,144929.24,9340.34,36.86,1.001946156341226,1.58,5.19,Large,-31.14
9552,M S WALKER INC,1727,West Cork Irish Whiskey,17.05,750.0,24.99,3085,52599.25,59329.02,48202.08,2698.0,2127.77,55551.82,6729.77,11.34,0.8745542949756888,1.13,17.05,Large,6598.35
17035,PERNOD RICARD USA,40055,Campo Viejo Gran RSV Rioja,10.52,750.0,18.99,3085,32454.2,54738.58,30757.37,3142.0,349.22,123780.22,22284.38,40.71,1.0184764991896271,1.69,10.52,Large,-599.64
7245,PROXIMO SPIRITS INC.,2951,Old Bushmills Irish Whiskey,28.78,1750.0,39.99,3087,88843.86,129456.65,100769.63,3135.0,5763.89,38994.78,40612.79,31.37,1.0155490767735667,1.46,28.78,Large,-1381.44
8320,SHAW ROSS INT L IMP LTD,43124,Gekkeikan Nigori Sake,4.1,300.0,5.99,3098,12701.800000000001,18580.98,6355.39,3102.0,136.24,3151.92,5879.18,31.64,1.0012911555842479,1.46,4.1000000000000005,Large,-16.4
7245,PROXIMO SPIRITS INC.,1464,Tin Cup Whiskey,19.22,750.0,25.99,3101,59601.219999999994,73331.0,56336.52,2800.0,2207.5,38994.78,13729.78,18.72,0.9029345372460497,1.23,19.22,Large,5785.219999999999
3252,E & J GALLO WINERY,6593,Souverain Chard N Cst,7.84,750.0,11.99,3102,24319.68,34157.7,16444.11,3040.0,338.54,61966.91,9838.02,28.8,0.9800128949065119,1.4,7.84,Large,486.08
480,BACARDI USA INC,8154,Cazadores Reposado Tequila,16.05,750.0,21.99,3104,49819.2,67818.81,46834.17,3019.0,2379.54,89286.27,17999.61,26.54,0.9726159793814433,1.36,16.05,Large,1364.25
516,BANFI PRODUCTS CORP,22903,Banfi Sangiovese CollePino,5.4,750.0,8.99,3108,16783.2,25937.94,11153.7,2906.0,324.12,8510.41,9154.74,35.29,0.935006435006435,1.55,5.4,Large,1090.8000000000002
9165,ULTRA BEVERAGE COMPANY LLP,12666,Carpineto Dogajolo Tuscan Wh,6.7,750.0,11.99,3111,20843.7,49511.85,28362.28,4215.0,468.29,68054.7,28668.15,57.9,1.3548698167791706,2.38,6.7,Large,-7396.8
9165,ULTRA BEVERAGE COMPANY LLP,3763,Patron Anejo Tequila,20.28,375.0,29.99,3113,63131.64000000001,85346.67,71485.51,2933.0,1147.57,68054.7,22215.03,26.03,0.9421779633793768,1.35,20.28,Large,3650.4
8352,LUXCO INC,5155,Arrow Brown Creme de Cacao,5.79,750.0,7.99,3120,18064.8,24832.92,17530.06,3108.0,2449.59,10261.6,6768.12,27.25,0.9961538461538462,1.37,5.79,Large,69.48
8673,STE MICHELLE WINE ESTATES,39648,Ch Ste Michelle Indn W Chard,9.03,750.0,14.99,3120,28173.6,46484.54,24122.25,3046.0,338.91,15919.7,18310.94,39.39,0.9762820512820513,1.65,9.03,Large,668.2199999999999
516,BANFI PRODUCTS CORP,8978,Riunite Lambrusco,10.78,3000.0,14.99,3122,33655.159999999996,49737.85,36089.44,3115.0,1401.75,8510.41,16082.69,32.33,0.9977578475336323,1.48,10.78,Large,75.46
9552,M S WALKER INC,253,Poland Spring Vodka,4.6,1000.0,5.79,3122,14361.2,18192.18,3091.86,3142.0,3299.1,55551.82,3830.98,21.06,1.0064061499039076,1.27,4.6000000000000005,Large,-92.0
4425,MARTIGNETTI COMPANIES,21341,Essenciel Paradis Prvnc Rose,8.55,750.0,12.99,3133,26787.149999999998,38580.37,17815.48,2963.0,330.29,144929.24,11793.22,30.57,0.94573890839451,1.44,8.549999999999999,Large,1453.5000000000002
516,BANFI PRODUCTS CORP,37926,Five Rivers Pnt Nr,8.05,750.0,13.99,3136,25244.8,36610.36,13145.03,3064.0,342.72,8510.41,11365.56,31.04,0.9770408163265306,1.45,8.049999999999999,Large,579.6
4425,MARTIGNETTI COMPANIES,25419,Kunde Chard Sonoma Valley,9.33,750.0,14.99,3136,29258.879999999997,51729.74,24778.96,3126.0,348.03,144929.24,22470.86,43.44,0.9968112244897959,1.77,9.329999999999998,Large,93.3
6785,PALM BAY INTERNATIONAL INC,26827,Cavit Merlot Trentino,6.89,1500.0,9.99,3136,21607.04,34517.23,19578.19,3177.0,709.25,13605.41,12910.19,37.4,1.0130739795918366,1.6,6.890000000000001,Large,-282.49
9165,ULTRA BEVERAGE COMPANY LLP,4054,Patron XO Cafe Liqueur,9.41,375.0,14.99,3136,29509.760000000002,40611.12,29199.86,3088.0,1210.18,68054.7,11101.36,27.34,0.9846938775510204,1.38,9.41,Large,451.68
1590,DIAGEO CHATEAU ESTATE WINES,44233,A by Acacia Chard Cal,6.84,750.0,9.99,3138,21463.92,30677.23,16109.85,3077.0,342.1,7259.75,9213.31,30.03,0.9805608667941363,1.43,6.84,Large,417.24
1590,DIAGEO CHATEAU ESTATE WINES,18568,A by Acacia Unoaked Chard Ca,6.89,750.0,9.99,3139,21627.710000000003,31888.61,15694.55,3139.0,349.56,7259.75,10260.9,32.18,1.0,1.47,6.890000000000001,Large,0.0
9815,WINE GROUP INC,23889,Corbett Canyon Wh Znfdl,4.82,1500.0,7.99,3141,15139.62,25625.46,15337.14,3154.0,704.37,27100.41,10485.84,40.92,1.0041388092964023,1.69,4.82,Large,-62.660000000000004
4425,MARTIGNETTI COMPANIES,46458,Layer Cake Barosa Shiraz,7.71,750.0,14.99,3148,24271.079999999998,68437.41,42683.03,4467.0,495.4,144929.24,44166.33,64.54,1.4189961880559085,2.82,7.709999999999999,Large,-10169.49
3664,WILLIAM GRANT & SONS INC,1748,William Grant Scotch,10.29,750.0,15.99,3149,32403.21,49399.09,42702.62,3291.0,2596.34,30234.42,16995.88,34.41,1.0450936805335027,1.52,10.29,Large,-1461.1799999999998
3960,DIAGEO NORTH AMERICA INC,4299,Capt Morgan White Grapefruit,9.77,750.0,14.99,3151,30785.27,41724.46,26572.95,3154.0,2485.99,257032.07,10939.19,26.22,1.0009520787051729,1.36,9.77,Large,-29.31
3252,E & J GALLO WINERY,6266,Gallo Fairbanks Sherry,5.06,1500.0,7.79,3154,15959.24,24772.2,13391.01,3180.0,709.71,61966.91,8812.96,35.58,1.0082435003170578,1.55,5.06,Large,-131.56
7153,PINE STATE TRADING CO,12505,Angelini Pnt Nr Veneto,6.16,750.0,10.99,3159,19459.440000000002,31536.69,18242.91,3131.0,347.92,15884.82,12077.25,38.3,0.99113643558088,1.62,6.160000000000001,Large,172.48000000000002
1601,VRANKEN AMERICA,26426,Pommery Brut Royale,19.6,750.0,32.99,3163,61994.799999999996,96632.93,45529.02,3007.0,335.22,1048.97,34638.13,35.85,0.9506797344293393,1.56,19.599999999999998,Large,3057.6000000000004
3252,E & J GALLO WINERY,20864,W Hill Est Merlot Cntrl Cst,8.55,750.0,12.99,3164,27052.2,37744.91,21253.2,3009.0,334.36,61966.91,10692.71,28.33,0.9510113780025284,1.4,8.55,Large,1325.25
4425,MARTIGNETTI COMPANIES,26359,Fizz 56 Sparkling Red,2.73,375.0,3.99,3165,8640.45,12628.35,3335.64,3165.0,178.62,144929.24,3987.9,31.58,1.0,1.46,2.7300000000000004,Large,0.0
8892,TRINCHERO FAMILY ESTATES,17041,Sutter Home Pink Moscato,5.26,1500.0,9.99,3174,16695.239999999998,31135.98,17140.92,3218.0,719.02,11595.97,14440.74,46.38,1.013862633900441,1.86,5.26,Large,-231.44
1392,CONSTELLATION BRANDS INC,38180,Rex Goliath Merlot,3.97,750.0,7.99,3175,12604.75,20317.71,10816.84,3229.0,359.04,79528.99,7712.96,37.96,1.017007874015748,1.61,3.97,Large,-214.38000000000002
9165,ULTRA BEVERAGE COMPANY LLP,4283,Hochstadter's Slow and Low,13.84,750.0,20.99,3175,43942.0,57674.66,45762.5,2834.0,2234.6,68054.7,13732.66,23.81,0.8925984251968504,1.31,13.84,Large,4719.44
3252,E & J GALLO WINERY,21232,Barefoot Bubbly Prosecco,6.62,750.0,9.99,3184,21078.079999999998,31863.17,16053.95,2983.0,331.81,61966.91,10785.09,33.85,0.9368718592964824,1.51,6.619999999999999,Large,1330.6200000000001
3252,E & J GALLO WINERY,39410,Mirassou Cab Svgn Cal,6.12,750.0,8.99,3184,19486.079999999998,31828.14,17112.87,3186.0,354.19,61966.91,12342.06,38.78,1.0006281407035176,1.63,6.119999999999999,Large,-12.24
3960,DIAGEO NORTH AMERICA INC,5630,Cabin Fever Maple Liqueur,14.17,750.0,17.99,3190,45202.299999999996,79304.98,58609.64,4102.0,3233.54,257032.07,34102.68,43.0,1.2858934169278997,1.75,14.169999999999998,Large,-12923.039999999999
12546,JIM BEAM BRANDS COMPANY,2290,Jim Beam Devils Cut Bourbon,18.04,750.0,23.99,3195,57637.799999999996,75566.82,65418.89,3018.0,2380.97,123880.97,17929.02,23.73,0.9446009389671362,1.31,18.04,Large,3193.08
480,BACARDI USA INC,4025,Bacardi Oakheart Spiced Rum,1.37,50.0,1.79,3197,4379.89,9732.23,4585.98,5437.0,279.65,89286.27,5352.34,55.0,1.7006568658116985,2.22,1.37,Large,-3068.8
6355,NICHE W & S,1121,Old St Andrews Tumbler Pack,3.17,50.0,3.99,3199,10140.83,10884.72,4105.71,2728.0,141.03,551.21,743.89,6.83,0.8527664895279775,1.07,3.17,Large,1493.07
1128,BROWN-FORMAN CORP,62,Herradura Silver Tequila,28.67,750.0,36.99,3200,91744.0,119863.75,90154.51,3125.0,2463.18,68601.68,28119.75,23.46,0.9765625,1.31,28.67,Large,2150.25
4380,CHARLES JACQUIN ET CIE INC,3524,Pravda Polish Vodka,14.7,750.0,19.99,3201,47054.700000000004,63161.2,46162.11,3130.0,2467.43,1675.39,16106.5,25.5,0.9778194314276788,1.34,14.700000000000001,Large,1043.7
4425,MARTIGNETTI COMPANIES,31558,J Lohr Los Osos Merlot,8.44,750.0,12.99,3205,27050.2,59884.23,33023.07,3977.0,442.04,144929.24,32834.03,54.83,1.2408736349453977,2.21,8.44,Large,-6515.679999999999
12546,JIM BEAM BRANDS COMPANY,2183,McClelland Highland Single,14.61,750.0,18.99,3207,46854.27,62414.02,53232.6,3098.0,2443.71,123880.97,15559.75,24.93,0.9660118490801372,1.33,14.61,Large,1592.49
480,BACARDI USA INC,7990,Noilly Prat Sweet Vermouth,7.68,1000.0,9.99,3211,24660.48,31748.22,23246.73,3178.0,3336.9,89286.27,7087.74,22.32,0.9897228277795079,1.29,7.68,Large,253.44
9552,M S WALKER INC,36199,Four Vines Naked Chard,8.05,750.0,13.99,3215,25880.75,38720.68,20555.41,3132.0,348.26,55551.82,12839.93,33.16,0.9741835147744946,1.5,8.05,Large,668.1500000000001
10754,PERFECTA WINES,37046,Truchard Znfdl,9.93,750.0,14.99,3221,31984.53,48282.79,23234.5,3221.0,358.65,28720.52,16298.26,33.76,1.0,1.51,9.93,Large,0.0
2242,DELICATO VINEYARDS INC,44337,Irony Cab Svgn,8.44,750.0,12.99,3222,27193.68,40312.67,21660.71,3033.0,337.4,7982.65,13118.99,32.54,0.9413407821229051,1.48,8.44,Large,1595.1599999999999
8673,STE MICHELLE WINE ESTATES,27503,Ch Ste Michelle Hrse Hvn Svg,7.09,750.0,11.99,3224,22858.16,38426.67,22471.81,3133.0,347.85,15919.7,15568.51,40.51,0.9717741935483871,1.68,7.09,Large,645.1899999999999
3924,HEAVEN HILL DISTILLERIES,2136,Elijah Craig 12 Yr Bourbon,21.53,750.0,27.99,3225,69434.25,91550.42,69662.97,3158.0,2489.92,14069.87,22116.17,24.16,0.9792248062015504,1.32,21.53,Large,1442.51
3960,DIAGEO NORTH AMERICA INC,2886,Buchanans Deluxe 12Yr Scotch,49.2,1750.0,61.99,3227,158768.4,179095.03,61907.97,2897.0,5323.39,257032.07,20326.63,11.35,0.8977378370003098,1.13,49.199999999999996,Large,16236.000000000002
9819,TREASURY WINE ESTATES,33038,Beringer Fndrs Est Chard,10.8,1500.0,15.99,3227,34851.6,60151.74,35486.38,3326.0,742.29,14836.57,25300.14,42.06,1.0306786488999071,1.73,10.799999999999999,Large,-1069.2
1128,BROWN-FORMAN CORP,405,Jack Daniels & Coke,28.45,1750.0,36.99,3232,91950.4,120414.65,50068.56,3235.0,5944.14,68601.68,28464.25,23.64,1.0009282178217822,1.31,28.45,Large,-85.35
4692,KOBRAND CORPORATION,15824,Nozzole Chianti Clsc RSV,10.73,750.0,18.99,3232,34679.36,59229.27,33212.13,3373.0,374.91,9139.38,24549.91,41.45,1.0436262376237624,1.71,10.73,Large,-1512.93
7239,REMY COINTREAU USA INC,2280,The Botanist Islay Dry Gin,27.4,750.0,36.99,3239,88748.6,99373.38,78847.89,2662.0,2098.84,16978.67,10624.78,10.69,0.8218585983328188,1.12,27.400000000000002,Large,15809.8
8664,"STOLI GROUP,(USA) LLC",599,Stolichnaya Razberi,17.03,1000.0,22.99,3243,55228.29,77846.25,39351.46,3275.0,3438.75,18544.49,22617.96,29.05,1.009867406722171,1.41,17.03,Large,-544.96
516,BANFI PRODUCTS CORP,43798,Trivento Select Mendz Malbec,6.45,750.0,11.99,3244,20923.800000000003,35550.83,18920.12,3367.0,374.65,8510.41,14627.03,41.14,1.0379161528976573,1.7,6.450000000000001,Large,-793.35
480,BACARDI USA INC,4075,Bacardi Pineapple Fusion,15.87,1750.0,19.99,3247,51529.89,70123.54,55226.52,3246.0,5967.96,89286.27,18593.65,26.52,0.9996920234062211,1.36,15.87,Large,15.87
4425,MARTIGNETTI COMPANIES,3390,Cold River Blueberry Vodka,22.55,750.0,29.99,3249,73264.95000000001,100693.31,67348.86,3169.0,2497.14,144929.24,27428.36,27.24,0.9753770390889505,1.37,22.550000000000004,Large,1804.0
90024,VINILANDIA USA,44734,Casa Liliana Good Pnt Grg,5.44,750.0,10.99,3249,17674.56,27656.78,15078.98,3122.0,347.26,2802.64,9982.22,36.09,0.9609110495537089,1.56,5.44,Large,690.88
1392,CONSTELLATION BRANDS INC,23649,Tom Gore Cabernet Svgn CA,7.89,750.0,12.99,3253,25666.170000000002,35551.69,20030.15,2831.0,314.6,79528.99,9885.52,27.81,0.8702735936059023,1.39,7.890000000000001,Large,3329.58
